asteroid_diameter_km,asteroid_mass_kg,composition_type,metal_concentration_pct,water_ice_content_pct,delta_v_km_s,distance_au,orbital_period_years,spin_rate_hours,estimated_market_value_usd,extraction_tech_readiness,regulatory_risk_score,mining_viability,viability_score_composite,roi_estimate_log
8.3,812395516034608.0,S-type,10.87,2.88,9.05,3.49,6.47,11.0,760469710922.0,1,0.087,0,0.13394539682539683,0.00022476007004065793
5.56,124157178413880.0,C-type,4.17,19.52,8.3,2.35,3.44,10.94,41195614181.0,8,0.061,0,0.24555746031746034,7.443624024518426e-06
6.83,451324868246990.0,S-type,4.34,1.71,7.11,1.7,2.19,29.27,158077715080.0,2,0.274,0,0.14314079365079363,5.026277928145042e-05
8.06,378466508563586.0,C-type,8.31,30.54,6.92,1.9,2.6,57.2,133853532891.0,7,0.362,0,0.30378063492063495,8.009460848915187e-05
9.6,1255031986303261.0,S-type,6.17,7.28,6.68,2.37,3.68,13.84,460957641058.0,7,0.58,0,0.22886920634920638,0.00018911339470465213
16.97,6938483283399411.0,S-type,19.85,5.03,7.83,2.68,4.24,10.74,7062907652235.0,3,0.042,0,0.21596619047619048,0.006194793293108139
7.33,284405512522887.0,C-type,5.58,19.47,6.55,1.81,2.4,4.96,99443318646.0,2,0.092,0,0.20938079365079365,4.602681186180936e-05
3.36,27290164407557.0,C-type,4.29,20.87,8.84,2.57,4.19,3.84,10859922537.0,3,0.178,0,0.18681761904761907,1.6699786191813982e-06
10.05,732394453790121.0,C-type,5.56,28.41,6.09,2.34,3.64,2.95,334834669444.0,8,0.198,0,0.3093588888888889,0.00015027665732955352
43.81,6.075647144744806e+16,C-type,5.08,30.41,7.2,2.38,3.49,6.45,11373655068724.0,9,0.565,0,0.3086928571428571,0.00329205449472374
3.82,40349234733080.0,C-type,5.08,24.72,7.75,2.58,4.21,2.29,9685190374.0,8,0.288,0,0.27265460317460316,2.2881523929572883e-06
1.39,1947893279320.0,C-type,6.12,15.43,5.75,1.42,1.66,28.88,1023617274.0,2,0.324,0,0.2108493650793651,7.829568047554693e-07
16.92,3500091273301288.0,C-type,9.64,29.67,7.9,3.1,5.44,17.09,1495360795773.0,9,0.489,0,0.3147128571428571,0.0005632000464922659
3.88,82809837215110.0,S-type,19.81,3.8,6.97,2.1,2.8,9.96,96923787520.0,6,0.441,1,0.25773523809523813,0.0001274852438488747
0.33,100543315365.0,M-type,71.7,0.04,8.04,2.67,4.52,29.59,264324193.0,2,0.314,0,0.39428507936507945,7.988729854783948e-07
12.39,1374399178524094.0,C-type,2.45,28.56,5.57,1.8,2.44,5.17,334857699470.0,9,0.371,1,0.3159085714285714,9.443596993428171e-05
2.36,9467571627234.0,C-type,3.77,24.91,6.86,1.99,2.65,6.32,1271952580.0,5,0.379,0,0.24736555555555553,3.4079465682756805e-07
4.02,46952389526650.0,C-type,5.62,25.1,5.29,1.42,1.72,2.59,9495250345.0,6,0.01,1,0.2888752380952381,7.87978402102502e-06
6.68,214902213952131.0,C-type,2.22,31.33,5.83,1.17,1.3,22.63,47391814525.0,1,0.327,1,0.23069539682539683,1.426449400264382e-05
5.63,253589774078963.0,S-type,15.24,3.1,5.47,1.68,2.29,6.37,433931519941.0,2,0.372,1,0.2143393650793651,0.0008243614942299017
10.5,836377827276808.0,C-type,6.15,31.12,7.93,2.42,3.73,12.34,274148580853.0,1,0.472,1,0.21578539682539685,7.83919764956158e-05
2.66,13562423378036.0,C-type,2.48,31.46,5.06,1.43,1.71,27.17,2329035049.0,4,0.434,1,0.2764587301587302,9.283680722737566e-07
8.3,412499415673382.0,C-type,3.88,38.07,4.3,0.95,0.86,36.48,132275822655.0,2,0.165,1,0.2905236507936508,0.00014233436441632547
3.28,25551240734002.0,C-type,0.83,32.56,9.03,2.87,4.91,11.9,2552988381.0,1,0.17,0,0.18311111111111114,6.714913930864851e-08
10.88,929616045859802.0,C-type,2.87,31.63,5.46,1.11,1.09,16.57,160711822301.0,3,0.068,1,0.26170333333333334,7.332398491367842e-05
9.38,1170565206893647.0,S-type,12.96,4.7,6.72,2.07,2.88,5.91,857883324278.0,4,0.096,0,0.2143844444444445,0.0008016452420351623
1.46,2242238256053.0,C-type,3.43,31.38,10.1,3.69,7.07,46.84,310082557.0,4,0.373,0,0.20801873015873015,2.223083941742881e-08
16.5,3244087974532291.0,C-type,1.06,31.59,10.55,4.5,9.42,10.67,357718019642.0,3,0.219,1,0.18162904761904758,6.194093107934122e-06
2.36,9445944664606.0,C-type,2.11,16.95,7.82,1.71,2.4,12.99,1427772092.0,2,0.443,0,0.1697979365079365,1.817851938224008e-07
11.82,2342390165590302.0,S-type,8.8,0.46,9.46,2.88,5.09,8.8,1314199342476.0,8,0.102,0,0.19032603174603174,0.0003330102529377593
6.96,479216931851899.0,S-type,9.5,5.14,7.81,2.08,2.95,31.8,239586766822.0,2,0.061,0,0.16407079365079366,0.00012114551519531663
40.68,4.865525762875186e+16,C-type,7.91,15.47,3.87,1.23,1.23,14.29,16544890353403.0,5,0.523,0,0.2783198412698413,0.03843620793361812
3.43,29095292148527.0,C-type,5.77,22.1,5.71,1.65,2.16,22.39,11847921763.0,7,0.207,1,0.2855863492063492,7.91221686534851e-06
2.95,18495240889336.0,C-type,7.38,20.69,5.63,1.48,1.75,16.17,10097609592.0,9,0.213,1,0.3111614285714286,9.479914231743478e-06
4.38,60651437373789.0,C-type,12.08,24.74,6.74,2.84,4.89,10.21,35967530153.0,3,0.022,0,0.25958761904761907,2.490698302198958e-05
3.11,42882843747829.0,S-type,3.88,2.05,11.13,3.62,6.8,25.63,14845770204.0,1,0.316,0,0.07378111111111112,1.0064725546840604e-06
11.7,1158457621581679.0,C-type,11.64,25.1,7.56,1.55,1.99,16.06,566926703474.0,9,0.223,0,0.31386000000000003,0.00045268678767812254
0.64,193270546840.0,C-type,7.06,29.47,6.98,0.96,0.95,5.65,103109003.0,1,0.1,0,0.22804682539682536,7.623148068990419e-08
1.27,1464914980305.0,C-type,10.1,34.2,5.87,1.96,2.67,5.52,820834903.0,8,0.328,1,0.3480317460317461,8.128475455070654e-07
1.24,1392308830234.0,C-type,2.09,29.79,5.64,1.26,1.44,13.72,239899912.0,2,0.448,1,0.23938079365079365,6.974445942786913e-08
14.02,1990540018319870.0,C-type,4.19,26.18,6.64,1.16,1.33,25.18,574976103237.0,7,0.172,0,0.2782206349206349,0.00025294085469993425
34.91,3.073821836101112e+16,C-type,9.02,33.41,5.49,1.37,1.62,45.22,14045947569994.0,3,0.399,1,0.2912147619047619,0.01758090822133773
3.95,44658145873350.0,C-type,4.78,22.17,5.1,1.33,1.55,2.94,9091013094.0,6,0.393,1,0.2794395238095238,7.170382932094183e-06
3.66,35420675818338.0,C-type,3.87,30.35,5.46,2.16,3.1,12.44,6390823161.0,6,0.036,1,0.29519666666666666,2.625396049086912e-06
4.87,83700228124869.0,C-type,12.31,25.09,8.89,2.38,3.78,18.02,78142091869.0,4,0.088,0,0.24195444444444447,3.6009330303615534e-05
18.07,4263372553090182.5,C-type,5.08,32.34,7.1,2.06,3.06,15.43,1043112320006.0,8,0.133,0,0.3048003174603175,0.00034346467633674657
1.47,2308464610365.0,C-type,5.66,31.24,4.79,1.26,1.37,27.32,680159651.0,5,0.148,1,0.30348698412698416,7.424165912624686e-07
5.97,153420459509626.0,C-type,11.02,20.97,5.83,1.27,1.42,20.58,65600638828.0,7,0.25,1,0.3014820634920635,9.3692828721046e-05
14.44,2177135678726902.0,C-type,11.72,34.02,6.69,1.77,2.49,5.54,961754657587.0,5,0.452,0,0.308924126984127,0.0009087879282769258
8.18,395042331523887.0,C-type,2.34,31.23,6.34,1.59,1.88,5.41,52410071066.0,4,0.256,0,0.25692301587301586,1.1780121455250346e-05
5.63,128708188275944.0,C-type,5.09,26.24,6.47,1.84,2.56,15.64,65004604086.0,6,0.325,0,0.2733180952380952,2.7831009210979667e-05
14.9,2389453240365361.0,C-type,8.11,38.22,8.89,2.13,3.06,26.91,1325722122944.0,3,0.392,0,0.2534333333333333,0.000434541376218875
0.17,3861952714.0,C-type,12.79,34.19,6.39,1.76,2.51,13.66,2273477.0,6,0.278,0,0.32911095238095234,2.580181817779752e-09
10.11,2877838787125604.0,M-type,68.97,1.87,9.22,2.3,3.49,3.45,16919685930281.0,6,0.16,1,0.41644238095238095,0.04075646690825613
2.04,6174213194690.0,C-type,8.59,12.09,7.54,1.99,2.93,5.27,2828845215.0,6,0.122,0,0.22958238095238093,1.4295131616869857e-06
0.5,89347277054.0,C-type,4.7,24.5,8.04,2.35,3.52,21.18,38202768.0,3,0.189,0,0.2107761904761905,8.291551120521138e-09
8.28,409682829639254.0,C-type,11.33,30.96,5.15,1.13,1.08,9.22,490400985575.0,8,0.461,1,0.35351746031746034,0.0009830456811350447
23.3,9138254553993480.0,C-type,2.73,23.28,5.8,0.91,0.85,13.39,2322466052585.0,4,0.17,1,0.2423473015873016,0.0009862987385144504
3.8,39655881127848.0,C-type,11.69,23.53,5.6,1.24,1.41,28.57,25875626648.0,2,0.051,1,0.2595722222222222,4.305979567174334e-05
14.06,2009019931199228.8,C-type,7.31,29.34,7.57,2.75,4.51,4.66,1029455924101.0,7,0.336,0,0.2868949206349206,0.0003501273816035739
31.02,2.1574247662618464e+16,C-type,4.32,23.99,6.02,1.99,2.89,8.75,5768528125907.0,8,0.052,0,0.2921388888888889,0.002297130559448796
21.71,7396379840105240.0,C-type,1.42,29.43,6.26,1.42,1.67,8.02,515148971083.0,4,0.195,0,0.24898587301587305,7.7133031313215e-05
32.07,2.383537788042896e+16,C-type,7.08,11.22,4.77,1.34,1.34,16.19,7914530513636.0,6,0.149,0,0.2605038095238095,0.010469606771111735
10.92,1847480354804483.2,S-type,21.16,2.01,7.75,2.41,3.79,22.61,1746701558569.0,8,0.267,1,0.2688446031746032,0.0018029555570666799
4.91,85337588161517.0,C-type,0.95,30.6,8.09,2.01,2.77,3.73,6804072629.0,5,0.117,0,0.23558412698412698,3.2811715403949164e-07
0.66,203513485794.0,C-type,11.84,15.49,5.44,1.07,1.07,12.13,223776357.0,9,0.237,0,0.3161157142857143,4.3251150364731825e-07
3.34,26822174671706.0,C-type,4.22,21.02,4.4,1.06,1.25,24.42,9795178091.0,6,0.274,1,0.2837495238095238,1.0364538366544187e-05
1.63,3124787161823.0,C-type,10.81,24.64,9.03,2.31,3.69,2.76,2105349446.0,6,0.033,0,0.2548266666666667,8.432303059416899e-07
60.65,1.6120751043909456e+17,C-type,7.55,32.39,6.35,1.4,1.6,11.57,87901856300574.0,2,0.083,0,0.2588779365079365,0.06632901291908809
3.63,34531259664674.0,C-type,12.42,26.53,5.97,0.98,1.02,4.61,13137919762.0,7,0.414,1,0.3217620634920635,2.3122209272000797e-05
5.2,101351150057062.0,C-type,0.42,31.33,2.67,0.97,0.9,7.29,8937743801.0,9,0.282,1,0.3575271428571428,2.6729317061870705e-06
8.69,930076094886508.0,S-type,24.58,1.06,7.66,2.17,3.16,1.64,1762044254689.0,5,0.36,0,0.24762698412698414,0.002325823449088714
4.72,149438936584747.0,S-type,23.26,1.34,6.7,1.43,1.65,37.12,104022962554.0,5,0.223,0,0.2569012698412699,0.0002217863881828034
34.26,2.906347939402267e+16,C-type,2.71,22.59,9.68,2.49,3.75,9.16,6791097349193.0,5,0.695,0,0.1958798412698413,0.0005626145111240078
2.12,6913777870901.0,C-type,6.08,21.12,5.27,1.87,2.56,6.39,1596825510.0,1,0.142,1,0.22350539682539686,1.218029059318307e-06
5.66,131058102400346.0,C-type,1.7,29.37,7.26,1.53,1.91,15.84,9807977250.0,5,0.725,0,0.24675126984126985,1.2503578847306312e-06
1.84,4491379115556.0,C-type,14.47,34.63,8.29,1.82,2.39,5.29,5173209144.0,8,0.091,0,0.3322303174603175,3.862509490338305e-06
0.92,561565351285.0,C-type,4.51,7.72,8.69,3.85,7.67,4.9,114444139.0,3,0.394,0,0.1503904761904762,1.4092524661003763e-08
2.15,14119408274105.0,S-type,2.3,2.69,5.91,1.22,1.3,40.78,3589064708.0,9,0.39,0,0.2328414285714286,1.0645865059576883e-06
4.29,56924250556932.0,C-type,4.86,31.58,9.5,2.94,4.99,51.78,22428717028.0,9,0.318,0,0.2784657142857143,3.065466700866638e-06
2.68,53461176186505.0,M-type,49.37,0.7,7.32,2.32,3.6,7.59,159443274969.0,6,0.333,1,0.36167523809523805,0.0004423978611064077
1.95,5378117405161.0,C-type,3.7,18.7,5.42,1.46,1.6,28.61,1198191221.0,4,0.082,0,0.23791587301587303,6.13471008950955e-07
